Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,SPY,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2000-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-03,0.02670457427535244,0.058448774057298675,0.05781793800189452,0.033961397224882596,0.0430530763672679,0.03657095147316998,0.02883248613462614,0.029442278448708867,0.03994963678211828,0.04117694464626005,0.03583600150009782,0.02474285338185313,0.03605285924734978,0.0,0.032170487946532655,0.026989808787879155,0.06405482233829321,0.0,0.0356643413608165,0.030067000930352625,0.025081396802891332,0.034123532590177245,0.041132645306022037,0.02774354003163622,0.03170526210774147,0.05458342159973633,0.03461570894393711,0.028998325785885265,0.03654202508649225,0.0,0.03249808446163076,0.029944672989111285,0.03445445123992692,0.03321844410081243,0.06217409326876782,0.042574866746778184,0.03049814311624503,0.04856458548834443,0.04003510193100218,0.028636460004058017,0.05745128842179011,0.029059815850410245,0.032237204495001094,0.017242041976190413,0.034138667073774186,0.0,0.04447938404211169,0.029334397472501238,0.0,0.11090624485137478,0.026818839425150117,0.015445352102372903
2000-04-04,0.02763494745716681,0.05752292811700151,0.05769788327704737,0.034055047673319384,0.04401534590323372,0.0365707240286183,0.02926729521864616,0.029446637555222473,0.039806976820058744,0.040892580405347684,0.0349638141341516,0.025011963261889796,0.03590880577228296,0.0,0.03197262721230214,0.027079531792592704,0.06379047160710759,0.0,0.035843554163176354,0.028955474365781553,0.024698716925914514,0.033439449763509294,0.0412916854562341,0.02861929319548546,0.032481114674205634,0.05430655693918171,0.03460283100957601,0.028694077432450928,0.03589645735473145,0.0,0.03247540025912797,0.02953835722359575,0.034191771253194954,0.03341373151582623,0.06223306771222062,0.04188395936691565,0.03049861482418674,0.04945307443867402,0.03990926428622525,0.028398320068955797,0.05643049062297118,0.02868793721443608,0.03193331587854619,0.016505508539772,0.0334841096988991,0.0,0.04432648890597683,0.02933443013381142,0.0,0.1094674673830962,0.026861706356856665,0.014657403064615441
2000-04-05,0.028695150863445318,0.05777057159947489,0.05774074605277807,0.034093940480048775,0.044111394452735306,0.036554353477439294,0.029168840898080597,0.028603394534376294,0.03985192029431916,0.04077819230256356,0.03503526999496153,0.025156049172781417,0.03580048620001534,0.0,0.03197423771571591,0.02708692713770688,0.06404673061327387,0.0,0.03529750771488696,0.02838178405575918,0.024622324632700938,0.033648062865500275,0.041492161172258867,0.02861398766912014,0.03247277243920794,0.05381772101713875,0.035250949349578065,0.02894603024610987,0.03589622735718201,0.0,0.03265442040752746,0.0294272832498051,0.033856905236138886,0.03302529283959987,0.06438890029500706,0.04186894030200285,0.029301183400030465,0.04952096226425363,0.03992253461652896,0.028078377067405184,0.05645036013241666,0.028923387762973197,0.032015327242851686,0.016532771922662417,0.03344212051661897,0.0,0.04422760403199314,0.030322666483675646,0.0,0.11141862399754036,0.02634422120802762,0.014676964309084533
2000-04-06,0.02846294830851445,0.05824221809069938,0.0582035060459599,0.03451808602761231,0.0441302643908013,0.03661043337259735,0.029210454535838076,0.028563614801139163,0.03986568790884885,0.040417585134150155,0.034940759549968996,0.024667708975344583,0.035706101874666045,0.0,0.02846347530045063,0.027185435376379387,0.06391939813086779,0.0,0.03653240948532237,0.028387851326975546,0.024631811214908567,0.032594720711594936,0.04136236578712803,0.028573023512944183,0.03246389295606209,0.05489303747420307,0.03519875270068757,0.028925048198606897,0.03589537011172153,0.0,0.0328754310501973,0.027766006044046436,0.03421595756755428,0.033974901593460144,0.06440286612330397,0.04196178352283235,0.02933531757279021,0.04917435098362115,0.03997917054162033,0.02736330231119803,0.05487834631956203,0.02831329043789865,0.03193973351955673,0.016409868643285776,0.03337496412492469,0.0,0.0445992823789515,0.029305330417009032,0.0,0.11136247821576327,0.02571045983541657,0.014714595086941493
2000-04-07,0.02874003020193295,0.058907923907565767,0.058176010150940254,0.03441138445126122,0.04490679226902244,0.036594154935019815,0.029191337382029642,0.0283041875814822,0.03915060259057548,0.04028353463239393,0.03462357100849051,0.024827130481154286,0.03565593667583992,0.0,0.028520747121741172,0.026804772634916,0.061263891964520346,0.0,0.036840333496422545,0.02826061534043373,0.024621027746021592,0.03283809816463385,0.04122083191498593,0.027989452391750522,0.03247081941232371,0.055543482253263866,0.034982747695191885,0.02893382639173289,0.03581607102288091,0.0,0.03289272514245178,0.027730381366945805,0.03193249143936869,0.03386890130999402,0.06408809800941478,0.041681654271365436,0.029429215678371087,0.04795635974221148,0.038210053987132,0.027280182524803968,0.05543288938753704,0.027888781270019012,0.0319714347221817,0.014747015171963699,0.03337350671314615,0.0,0.04476701754536305,0.02932957109841147,0.0,0.10787006824696052,0.025924981135299195,0.014382931595573136
2000-04-10,0.028754128410188623,0.0595512261370995,0.059046451281315235,0.034277651731267685,0.0461890151492239,0.036381964507160365,0.02938799981831899,0.028329030787653885,0.03904897750271271,0.04030123082209465,0.03471379869352396,0.024596790292019406,0.035537457469983394,0.0,0.029525927589573994,0.02680623558839978,0.0590408210885809,0.0,0.03712500574416959,0.0279938335241448,0.024161913728995815,0.03309064510573471,0.04131935101200149,0.02810148170160027,0.03243205400088472,0.057365384371986454,0.03484117363273907,0.02852039711342087,0.035668697942005605,0.0,0.03245917133893811,0.027779296999703627,0.03178839570752796,0.03411803647167216,0.0643432638208431,0.04168762965778141,0.029287013753278378,0.04834520814775912,0.03825129131038596,0.027037328878301566,0.055658969956502054,0.028583293359649042,0.030867279654618406,0.01475458504565036,0.033337421168244036,0.0,0.04501005363491777,0.0293038642987008,0.0,0.10720232955458447,0.02594781969074603,0.01436328948201082
2000-04-11,0.02886457993797639,0.05868582565122043,0.05901622198011326,0.03424708630305691,0.04569069594050296,0.036214385524903046,0.02941970977657322,0.028378011675649756,0.03936120915333634,0.04015389634179368,0.03480393084623387,0.024861647358435955,0.03559525739520824,0.0,0.029522179821385892,0.026852332070248355,0.0579076071072249,0.0,0.03726346714836401,0.02779730032146147,0.024319135303912,0.03274125900356131,0.041356542477884936,0.028389418241438456,0.0324391166012308,0.05740165066379793,0.034933747730494014,0.028231630340712785,0.03543615732198205,0.0,0.03248120836388096,0.027956207662990996,0.03184033105371154,0.03440811352356432,0.06449873877550044,0.0410869274267487,0.03197377223823737,0.04828890465551073,0.038271586147278686,0.027580125790246844,0.05447301115991712,0.02842720334688293,0.030949844993452207,0.014673658443070493,0.0333782157054328,0.0,0.04537847330367041,0.029656200590287823,0.0,0.10749601869367936,0.02601326051763762,0.014262759180427605
2000-04-12,0.029313990756317153,0.05939245555142778,0.06015682534616839,0.03436560330511304,0.046389032120063525,0.036217523616539175,0.029820706160893426,0.02925524134534247,0.03937416781512909,0.040194712716104364,0.03591852622051845,0.02485787886222045,0.03558271321303196,0.0,0.029545663979006986,0.027144082753302316,0.058555263631639,0.0,0.03868227808128213,0.028469626329080792,0.025037260465863822,0.034022029437447754,0.04445260973234722,0.02842769489162461,0.032445315766762045,0.058818956890557016,0.035219741720025115,0.028036381088911166,0.035757662531847985,0.0,0.03276320589309605,0.027972639108163323,0.03204067988403912,0.035717721552276586,0.06489970580984653,0.04131471604886296,0.032107869907843006,0.048713655937577295,0.038408790988094244,0.028468974503187264,0.05538603112588027,0.028286899454735222,0.031077211457694896,0.015040431260369844,0.03266565026558685,0.0,0.04623570811009491,0.029625193463165958,0.0,0.1072091453783441,0.026020896068618165,0.014542299519399535
2000-04-13,0.02932733462722077,0.05914919581054424,0.06016487373609948,0.034700896563579754,0.047808429626581904,0.03617347802033962,0.03007442239022766,0.02926044081728569,0.03983567814510152,0.04114329222534984,0.03672141904454692,0.025015419544061987,0.035868707268034344,0.0,0.029352258429755213,0.027588326614931723,0.058427900567957755,0.0,0.038737744939229685,0.028551632743433288,0.02523781700541397,0.0340399835083682,0.0446275526431115,0.02844129385449665,0.032639612807475356,0.06285372892083363,0.035261845784421486,0.028026305313073416,0.03668838975241177,0.0,0.03277676058470703,0.027973522369414767,0.032096623397531346,0.03643036262339813,0.06492796122159511,0.041586173646421754,0.0321141679637058,0.04871058047640019,0.038869835281579515,0.0283585848522116,0.05522047585831728,0.02902697332903992,0.03099075683821771,0.015053904850793104,0.032492368555024194,0.0,0.04622845544366797,0.029670113365660944,0.0,0.10723629587413258,0.02584735620300925,0.014651127896047994
2000-04-14,0.030286875479852572,0.06206317526275215,0.05990774419730753,0.03499234996398419,0.04840132689880996,0.036150545367941295,0.03163008763825148,0.029280970391715164,0.04032618910015261,0.042202751367556725,0.037750001119026724,0.02507003982544122,0.03688051022410716,0.0,0.030730876098488586,0.02778508452812331,0.059474613521916644,0.0,0.04222046859405338,0.03028779080847919,0.02596150900887243,0.03203997093266498,0.045182204687555114,0.028783642972202532,0.033529231403005184,0.06148800616917798,0.0360354289520069,0.02853672278240921,0.03698889896101033,0.0,0.033802992268874586,0.02839834889787974,0.03235032863086767,0.03903168568041713,0.06574161573422231,0.041838595445447,0.032644963745540684,0.04982239239975713,0.040133795461629276,0.02893816188155212,0.05910590236497851,0.030430225762448054,0.03068365846234657,0.016591549491405785,0.03448666622553675,0.0,0.04594155060098074,0.030065480942242387,0.0,0.1082757625498533,0.025803311169781004,0.016321499186294792
2000-04-17,0.030264885739256772,0.064630294963013,0.06124570368435905,0.03429539302057562,0.05450923211448349,0.03581162305686735,0.031040696498467444,0.02909609374378338,0.040560701019445825,0.04054108279296215,0.04283778168127261,0.02516378956575865,0.03610722315874856,0.0,0.030270309532374952,0.02818813167013508,0.06028923716713782,0.0,0.04279377203726517,0.03038440937449105,0.027003663533718723,0.034948602048826896,0.045183920377214436,0.029632814383795156,0.03313139012780222,0.06519834179995994,0.03620522194904032,0.02859335109069944,0.0373009954588275,0.0,0.03306947287743684,0.028296175959569892,0.031937625721317135,0.03906975057177215,0.06955675809940223,0.04151889502970083,0.03270139944217422,0.05149703780488538,0.03959379176245956,0.028807511935940205,0.06081428495695359,0.03129885405136833,0.030467459743696725,0.0171738923991347,0.03445610315272096,0.0,0.046656934751609834,0.02995794315303629,0.0,0.10737463711182262,0.02625431120905433,0.016860825344130803
2000-04-18,0.030155324296655905,0.06460590623871428,0.06117154478115189,0.032604549568770236,0.05440404376958358,0.03583319176836355,0.031501107185923104,0.028040993077841823,0.04078007721229288,0.040899592890617585,0.04310063702115773,0.02522104413974398,0.03632360623760492,0.0,0.030627204674094723,0.028416251386597858,0.06022757591003576,0.0,0.043696945553530334,0.030277977333759996,0.026682036233808576,0.035271280512647364,0.04662900011583284,0.030390171125842063,0.03281719781775859,0.06553533837473413,0.036217144871778365,0.028350626327291392,0.03730683886355073,0.0,0.03359415991092814,0.028201315358842027,0.03212034363489521,0.04093019022891127,0.07059105221736786,0.041487628295266796,0.03260585354342735,0.051646083559361136,0.039466151688920266,0.02910082346288274,0.06059338634983216,0.03118457379295419,0.03560565128803827,0.01747189616048429,0.03442883390178501,0.0,0.04662371794201546,0.029978208011193323,0.0,0.10111784530279398,0.026251132572553112,0.017255315236820813
2000-04-19,0.029857437605047926,0.06490397192231019,0.061339719041315216,0.03171610772320861,0.05580268131241992,0.035992392036596536,0.03142656303728597,0.029537655628688837,0.04078274256766075,0.040791367654885335,0.0435452412514686,0.02521526237253036,0.03626087176443029,0.0,0.030354600898952304,0.028318972700795367,0.06053366566611043,0.0,0.043693642330902074,0.03001586913927956,0.027648332747161213,0.03623113239281931,0.04731566244566175,0.03041353295919168,0.033077928624127555,0.06687029963068408,0.03621905034938585,0.028350280659782585,0.03693406616983115,0.0,0.0335344654841011,0.027828410609891933,0.03245470470331846,0.040944822731168354,0.07121435315584412,0.041271501702190336,0.032644469051982906,0.05160696070524926,0.039479416697275005,0.028708908428473703,0.06013175949875339,0.03174922123951385,0.03570446906900946,0.017403772294239235,0.03442773711883793,0.0,0.04698093673992535,0.029615321965508194,0.0,0.099951829613811,0.026212470425090163,0.0172766578903293
2000-04-20,0.029694182492212,0.06483598378877121,0.0612410434698404,0.031941432192000636,0.05582183770707931,0.03603019310798141,0.03161805207072112,0.031086774318745555,0.040902306687691306,0.040933112737027,0.043514175057258894,0.0252767980290538,0.036371855808365085,0.0,0.030283258621186065,0.028350313743583627,0.06055743594318518,0.0,0.043942909479680346,0.030287739860509734,0.027513054058259188,0.03640489522211651,0.047497514962509195,0.030304117168478268,0.033035955126500746,0.06685356656941939,0.03638990080847517,0.03025534526400249,0.03588931373055561,0.0,0.03351185530325998,0.02794530209331187,0.03247372800353135,0.040868580062518964,0.07133558520271416,0.04130375374108403,0.032590044790742866,0.05093440785572255,0.03965867900040144,0.02929928975868503,0.06037224725583102,0.03219206711292304,0.03565965452949455,0.01741187949879364,0.03395831877111216,0.0,0.046899574755340165,0.029306077790610105,0.0,0.10058534660517923,0.02626414469065748,0.01728407582236557
2000-04-24,0.029265699013195257,0.06536538018372871,0.06162831495424462,0.032931162320190624,0.055901076893500205,0.03585661548052224,0.03223407546587043,0.031598697795229364,0.041057443394213515,0.04092657544060537,0.0430705705435442,0.025321736931141595,0.03637363659548873,0.0,0.030316777515061955,0.0279078278890305,0.05913693514813763,0.0,0.04362622709881033,0.030199946262154966,0.027708318149930564,0.036400071540596546,0.04747303568666803,0.029239104319789964,0.033323801170767574,0.0662861539500814,0.036289200168084464,0.033690778143524204,0.035901247441207935,0.0,0.03318532010282594,0.02864446315895661,0.0324769636057517,0.040790646435229755,0.0713553758653242,0.04106802941248731,0.03253912064537071,0.05103973789112714,0.039094460184991235,0.029451606293798165,0.06023287463600008,0.03218700259805793,0.03594236325558268,0.01708727102337014,0.033979044530107756,0.0,0.04706121073093621,0.029149077624615754,0.0,0.10011968331115918,0.0262849798246393,0.016922934482036765
2000-04-25,0.029226079469757207,0.06744351460127163,0.06187183192901267,0.03283702822528654,0.05604590816943905,0.03586379995938634,0.03249063516613779,0.0315768003786131,0.04100984312576109,0.04098007476778611,0.04321259101805512,0.025327270509468137,0.03615554145818114,0.0,0.03136668528612037,0.02803681155312537,0.059146677256953654,0.0,0.04589491123937715,0.030079487390315192,0.02855624027566004,0.037430245884190756,0.047879686254507406,0.029153367449082847,0.033664827516504375,0.0662837869631781,0.03627372383615667,0.033655045329535595,0.03608214486392502,0.0,0.033274534501282704,0.028971086080541487,0.03247300288670825,0.04090310672386865,0.07106772705476744,0.04070907311649525,0.03248954406139478,0.05175519069573815,0.039643829303821175,0.029530339739259115,0.06005786527323057,0.03145302363870047,0.03639991638474107,0.01780673262340403,0.03431222666007045,0.0,0.04783254626916248,0.029240553153913027,0.0,0.10004208988024635,0.026347171578759123,0.017408601908087747
2000-04-26,0.029380683190616194,0.06760385158156777,0.0617325634526195,0.032884080181746975,0.05568089046745139,0.03573081736971319,0.0325890671721805,0.03170599910077902,0.041124659389630745,0.040722173557952726,0.042791609082913545,0.025400455751527964,0.036249894270532775,0.0,0.03090925952107763,0.028051820067835635,0.05907092355519946,0.0,0.045614386448662204,0.03001044251233001,0.028533805409048242,0.03710626372225476,0.04772594397615126,0.029131450721053342,0.03316658907704395,0.06602911100473209,0.03591580647871091,0.03418776937345936,0.03607625461749748,0.0,0.033362636636423776,0.02891523338691895,0.03231363895397616,0.04080888995052908,0.07085555887624082,0.040737806645877304,0.03240174244946895,0.05190332362389074,0.03966055224749877,0.029678295101969048,0.05719012265938858,0.032456163083856855,0.03542967764640905,0.017838510728175837,0.034437533100772084,0.0,0.047888205806957615,0.029478122585491984,0.0,0.10002429971531095,0.02636868217387683,0.017463084832273552
2000-04-27,0.02907950252924526,0.06804187655454069,0.062154450269678,0.03288249229650029,0.05717200821263639,0.03505704851693377,0.03249093112138708,0.03157452471049097,0.04118093296780218,0.040992447569896735,0.042931712078798416,0.02507561721380525,0.03643610420239916,0.0,0.030580045983135577,0.028102802172348954,0.05861283921568495,0.0,0.04561188942090054,0.029974628018579332,0.028318067038030983,0.037306462313080595,0.04745602210761973,0.028760434102005825,0.03323113819059552,0.06736711651734728,0.035987404611924276,0.033946530054126255,0.036085108015463135,0.0,0.03360363801523648,0.02898639486467697,0.03224409824072529,0.04078037554401924,0.0709896621683284,0.03916455497829368,0.03223601726648256,0.051655700670405175,0.03965638154985431,0.029668824774736674,0.057619999562736994,0.032278409300295303,0.035483958595966675,0.017835722873528206,0.034350655985625526,0.0,0.04858704796716685,0.029979481494866577,0.0,0.09791164951114885,0.02610682624810041,0.017454156801242182
2000-04-28,0.028911498618288477,0.06709357345124034,0.06266411705621722,0.03273003270667921,0.056814301277189845,0.034988002376550295,0.03259685754112162,0.03155757335202454,0.04128569118631212,0.04129266692537915,0.042750665822984965,0.025397623543402255,0.03644538042878462,0.0,0.029911798565638477,0.027390245845935447,0.06638487706242417,0.0,0.045594253705336873,0.030129143039116638,0.028249944121824352,0.036835538717383126,0.04679324970591989,0.02808629019262285,0.032774959407229576,0.06762120189542481,0.035849877736520624,0.034013553549582555,0.037172171482807666,0.0,0.03367716653767111,0.02853999025302371,0.03219602351632963,0.04040089114553704,0.06996619990176307,0.03837434561157523,0.034325663430344794,0.05154325024881632,0.039321380821210845,0.02954703647864247,0.05705973346531259,0.03148242993162059,0.0355100622249644,0.017384104861332947,0.034373329473522105,0.0,0.04803431851193573,0.030057430322281725,0.0,0.09876735262819372,0.026322187228534855,0.01711805286060055
2000-05-01,0.02886448264541484,0.06719882273047977,0.06254316432456081,0.032461044057625905,0.056563629269843804,0.033656770999020806,0.032207891524851616,0.03160947835293391,0.04152057670328474,0.04134051245459807,0.042418071493954886,0.025406182696619574,0.03654663703953962,0.0,0.029828250881310296,0.027419614643710084,0.06617463440698618,0.0,0.045389291145633975,0.029829317481284277,0.028245211664435596,0.03633993117747336,0.046870563335925076,0.027988852680056422,0.03221690042166433,0.0677779063320316,0.03583817797339856,0.035331347791731915,0.03766346455375279,0.0,0.033698458607925835,0.028477073411189633,0.0321337841289665,0.040287243727746926,0.07041561576024077,0.03834350515063493,0.033586817116993344,0.05151728866859767,0.039212860880739726,0.029321109912037086,0.05387587077068854,0.03146680181951303,0.03522396279689788,0.01714028609675638,0.03246383595288079,0.0,0.048140811294201516,0.030113876998183037,0.0,0.09857270221458503,0.025521730329255202,0.0168872816481767
2000-05-02,0.02885205704372709,0.06923440271060137,0.06340786067154326,0.03248164253976093,0.056814712674949315,0.03106581876690794,0.03213281181568851,0.03173848080342956,0.04157752675933939,0.04124936023387157,0.041953758009393716,0.025746527659485305,0.03659850213474533,0.0,0.02977045038533857,0.02739506365974718,0.06619053786762522,0.0,0.045708986435629324,0.029881467493951992,0.028135147185676692,0.036809321912288376,0.04746293172161361,0.028021574626062123,0.03211318756616498,0.06791716876208802,0.03586283269362332,0.035711215612697855,0.03720454884726962,0.0,0.03370054394475619,0.02846682073512866,0.03219180769184362,0.04058258104076416,0.07083732583898654,0.0411562327986808,0.03347045853623072,0.051516247753708604,0.03914994438565031,0.029234127435849182,0.05329090578276749,0.0314560901166575,0.03522396279689788,0.017303429356814993,0.03307425205225866,0.0,0.04803420542341825,0.030338072665131142,0.0,0.09905032324601075,0.02552028221884795,0.016958502312663794
2000-05-03,0.028934413610541557,0.06856107777685343,0.06365076366525427,0.03179584800189369,0.056847923730849674,0.030437969997939764,0.032339000482077176,0.031668547822963765,0.0414397856493116,0.04209359800378837,0.04188905506890754,0.02590308913639079,0.036729383617674416,0.0,0.029914979373354182,0.02764722936866263,0.0667439192586343,0.0,0.04578824071140513,0.02968884571347299,0.02809313282094325,0.036840235103774537,0.04731039414523607,0.028046503893142206,0.0321936499124246,0.06850898895303771,0.03586260522877785,0.035844758075894254,0.03792417504962629,0.0,0.032856858154574786,0.02843158626764861,0.032229048618960164,0.04084860528328003,0.07081371157389955,0.04076841440221068,0.033770435566078685,0.05157717880747141,0.03913785391609391,0.029430961085669734,0.053043754188584355,0.03162481229037384,0.035057418998887604,0.01756458272966816,0.03310162896741725,0.0,0.04776277136920192,0.02992170542405673,0.0,0.09905747038746424,0.02552390281196871,0.017185950219552326
